hjd,phase,baseline_flux,model_flux,model_normalized_flux
2455153.9217904485,-0.0116760698,1.0008182166,0.9916124470,0.9908017565
2455153.9218267305,-0.0116629079,1.0008167076,0.9915975640,0.9907883796
2455153.9218630129,-0.0116497459,1.0008151986,0.9915827184,0.9907750400
2455153.9218992949,-0.0116365840,1.0008136896,0.9915679108,0.9907617383
2455153.9219355774,-0.0116234220,1.0008121806,0.9915531409,0.9907484743
2455153.9219718594,-0.0116102601,1.0008106716,0.9915384094,0.9907352485
2455153.9220081419,-0.0115970981,1.0008091625,0.9915237159,0.9907220607
2455153.9220444239,-0.0115839362,1.0008076535,0.9915090610,0.9907089115
2455153.9220807063,-0.0115707742,1.0008061445,0.9914944445,0.9906958006
2455153.9221169883,-0.0115576123,1.0008046355,0.9914798670,0.9906827285
2455153.9221532708,-0.0115444503,1.0008031265,0.9914653282,0.9906696952
2455153.9221895528,-0.0115312884,1.0008016175,0.9914508287,0.9906567010
2455153.9222258353,-0.0115181264,1.0008001084,0.9914363683,0.9906437459
2455153.9222621173,-0.0115049645,1.0007985994,0.9914219475,0.9906308303
2455153.9222983997,-0.0114918025,1.0007970904,0.9914075661,0.9906179540
2455153.9223346817,-0.0114786406,1.0007955814,0.9913932247,0.9906051177
2455153.9223709642,-0.0114654786,1.0007940724,0.9913789230,0.9905923210
2455153.9224072462,-0.0114523167,1.0007925634,0.9913646616,0.9905795645
2455153.9224435287,-0.0114391547,1.0007910543,0.9913504403,0.9905668481
2455153.9224798107,-0.0114259928,1.0007895453,0.9913362597,0.9905541723
2455153.9225160931,-0.0114128308,1.0007880363,0.9913221195,0.9905415368
2455153.9225523751,-0.0113996689,1.0007865273,0.9913080204,0.9905289423
2455153.9225886576,-0.0113865069,1.0007850183,0.9912939620,0.9905163885
2455153.9226249396,-0.0113733450,1.0007835093,0.9912799450,0.9905038761
2455153.9226612221,-0.0113601830,1.0007820002,0.9912659692,0.9904914047
2455153.9226975041,-0.0113470211,1.0007804912,0.9912520352,0.9904789750
2455153.9227337865,-0.0113338591,1.0007789822,0.9912381426,0.9904665868
2455153.9227700685,-0.0113206972,1.0007774732,0.9912242922,0.9904542406
2455153.9228063510,-0.0113075352,1.0007759642,0.9912104837,0.9904419363
2455153.9228426330,-0.0112943733,1.0007744552,0.9911967177,0.9904296743
2455153.9228789154,-0.0112812113,1.0007729461,0.9911829940,0.9904174546
2455153.9229151974,-0.0112680494,1.0007714371,0.9911693131,0.9904052777
2455153.9229514799,-0.0112548874,1.0007699281,0.9911556749,0.9903931434
2455153.9229877619,-0.0112417255,1.0007684191,0.9911420800,0.9903810523
2455153.9230240444,-0.0112285635,1.0007669101,0.9911285282,0.9903690042
2455153.9230603264,-0.0112154016,1.0007654011,0.9911150200,0.9903569997
2455153.9230966088,-0.0112022396,1.0007638920,0.9911015553,0.9903450386
2455153.9231328908,-0.0111890777,1.0007623830,0.9910881346,0.9903331214
2455153.9231691733,-0.0111759157,1.0007608740,0.9910747578,0.9903212481
2455153.9232054553,-0.0111627538,1.0007593650,0.9910614255,0.9903094192
2455153.9232417378,-0.0111495918,1.0007578560,0.9910481375,0.9902976345
2455153.9232780198,-0.0111364299,1.0007563470,0.9910348943,0.9902858946
2455153.9233143022,-0.0111232679,1.0007548380,0.9910216959,0.9902741994
2455153.9233505842,-0.0111101060,1.0007533289,0.9910085428,0.9902625493
2455153.9233868662,-0.0110969441,1.0007518199,0.9909954350,0.9902509446
2455153.9234231487,-0.0110837821,1.0007503109,0.9909823726,0.9902393852
2455153.9234594307,-0.0110706202,1.0007488019,0.9909693562,0.9902278717
2455153.9234957132,-0.0110574582,1.0007472929,0.9909563856,0.9902164039
2455153.9235319952,-0.0110442963,1.0007457839,0.9909434614,0.9902049825
2455153.9235682776,-0.0110311343,1.0007442748,0.9909305835,0.9901936073
2455153.9236045596,-0.0110179724,1.0007427658,0.9909177524,0.9901822789
2455153.9236408421,-0.0110048104,1.0007412568,0.9909049682,0.9901709972
2455153.9236771241,-0.0109916485,1.0007397478,0.9908922312,0.9901597627
2455153.9237134065,-0.0109784865,1.0007382388,0.9908795415,0.9901485754
2455153.9237496885,-0.0109653246,1.0007367298,0.9908668996,0.9901374359
2455153.9237859710,-0.0109521626,1.0007352208,0.9908543055,0.9901263441
2455153.9238222530,-0.0109390007,1.0007337117,0.9908417597,0.9901153005
2455153.9238585355,-0.0109258387,1.0007322027,0.9908292621,0.9901043050
2455153.9238948175,-0.0109126768,1.0007306937,0.9908168133,0.9900933583
2455153.9239310999,-0.0108995148,1.0007291847,0.9908044133,0.9900824604
2455153.9239673819,-0.0108863529,1.0007276757,0.9907920627,0.9900716116
2455153.9240036644,-0.0108731909,1.0007261667,0.9907797613,0.9900608122
2455153.9240399464,-0.0108600290,1.0007246576,0.9907675098,0.9900500625
2455153.9240762289,-0.0108468670,1.0007231486,0.9907553082,0.9900393626
2455153.9241125109,-0.0108337051,1.0007216396,0.9907431570,0.9900287131
2455153.9241487933,-0.0108205431,1.0007201306,0.9907310563,0.9900181139
2455153.9241850753,-0.0108073812,1.0007186216,0.9907190065,0.9900075657
2455153.9242213578,-0.0107942192,1.0007171126,0.9907070078,0.9899970684
2455153.9242576398,-0.0107810573,1.0007156036,0.9906950606,0.9899866227
2455153.9242939223,-0.0107678953,1.0007140945,0.9906831651,0.9899762285
2455153.9243302043,-0.0107547334,1.0007125855,0.9906713218,0.9899658864
2455153.9243664867,-0.0107415714,1.0007110765,0.9906595307,0.9899555965
2455153.9244027687,-0.0107284095,1.0007095675,0.9906477924,0.9899453594
2455153.9244390512,-0.0107152475,1.0007080585,0.9906361071,0.9899351751
2455153.9244753332,-0.0107020856,1.0007065495,0.9906244752,0.9899250442
2455153.9245116157,-0.0106889236,1.0007050404,0.9906128969,0.9899149668
2455153.9245478977,-0.0106757617,1.0007035314,0.9906013728,0.9899049436
2455153.9245841801,-0.0106625997,1.0007020224,0.9905899029,0.9898949745
2455153.9246204621,-0.0106494378,1.0007005134,0.9905784880,0.9898850602
2455153.9246567446,-0.0106362758,1.0006990044,0.9905671280,0.9898752009
2455153.9246930266,-0.0106231139,1.0006974954,0.9905558237,0.9898653972
2455153.9247293090,-0.0106099519,1.0006959863,0.9905445751,0.9898556491
2455153.9247655910,-0.0105967900,1.0006944773,0.9905333829,0.9898459573
2455153.9248018735,-0.0105836280,1.0006929683,0.9905222472,0.9898363220
2455153.9248381555,-0.0105704661,1.0006914593,0.9905111688,0.9898267439
2455153.9248744380,-0.0105573041,1.0006899503,0.9905001477,0.9898172231
2455153.9249107200,-0.0105441422,1.0006884413,0.9904891847,0.9898077602
2455153.9249470024,-0.0105309802,1.0006869322,0.9904782800,0.9897983556
2455153.9249832844,-0.0105178183,1.0006854232,0.9904674342,0.9897890098
2455153.9250195669,-0.0105046563,1.0006839142,0.9904566475,0.9897797231
2455153.9250558489,-0.0104914944,1.0006824052,0.9904459207,0.9897704962
2455153.9250921314,-0.0104783324,1.0006808962,0.9904352540,0.9897613293
2455153.9251284134,-0.0104651705,1.0006793872,0.9904246482,0.9897522233
2455153.9251646958,-0.0104520085,1.0006778781,0.9904141035,0.9897431783
2455153.9252009778,-0.0104388466,1.0006763691,0.9904036208,0.9897341951
2455153.9252372598,-0.0104256848,1.0006748601,0.9903932004,0.9897252742
2455153.9252735423,-0.0104125227,1.0006733511,0.9903828427,0.9897164160
2455153.9253098243,-0.0103993609,1.0006718421,0.9903725486,0.9897076214
2455153.9253461068,-0.0103861988,1.0006703331,0.9903623185,0.9896988906
2455153.9253823888,-0.0103730369,1.0006688241,0.9903521532,0.9896902246
2455153.9254186712,-0.0103598749,1.0006673150,0.9903420531,0.9896816237
2455153.9254549532,-0.0103467130,1.0006658060,0.9903320191,0.9896730888
2455153.9254912357,-0.0103335510,1.0006642970,0.9903220517,0.9896646205
2455153.9255275177,-0.0103203891,1.0006627880,0.9903121518,0.9896562195
2455153.9255638001,-0.0103072271,1.0006612790,0.9903023199,0.9896478866
2455153.9256000821,-0.0102940652,1.0006597700,0.9902925570,0.9896396225
2455153.9256363646,-0.0102809032,1.0006582609,0.9902828637,0.9896314280
2455153.9256726466,-0.0102677413,1.0006567519,0.9902732410,0.9896233040
2455153.9257089291,-0.0102545793,1.0006552429,0.9902636897,0.9896152513
2455153.9257452111,-0.0102414174,1.0006537339,0.9902542107,0.9896072709
2455153.9257814935,-0.0102282554,1.0006522249,0.9902448049,0.9895993635
2455153.9258177755,-0.0102150935,1.0006507159,0.9902354734,0.9895915305
2455153.9258540580,-0.0102019315,1.0006492068,0.9902262171,0.9895837726
2455153.9258903400,-0.0101887696,1.0006476978,0.9902170374,0.9895760911
2455153.9259266225,-0.0101756076,1.0006461888,0.9902079350,0.9895684870
2455153.9259629045,-0.0101624457,1.0006446798,0.9901989116,0.9895609617
2455153.9259991869,-0.0101492837,1.0006431708,0.9901899682,0.9895535163
2455153.9260354689,-0.0101361218,1.0006416618,0.9901811063,0.9895461524
2455153.9260717514,-0.0101229598,1.0006401528,0.9901723273,0.9895388713
2455153.9261080334,-0.0101097979,1.0006386437,0.9901636329,0.9895316747
2455153.9261443159,-0.0100966359,1.0006371347,0.9901550246,0.9895245642
2455153.9261805979,-0.0100834740,1.0006356257,0.9901465045,0.9895175417
2455153.9262168803,-0.0100703120,1.0006341167,0.9901380742,0.9895106090
2455153.9262531623,-0.0100571501,1.0006326077,0.9901297362,0.9895037685
2455153.9262894448,-0.0100439881,1.0006310987,0.9901214925,0.9894970223
2455153.9263257268,-0.0100308262,1.0006295896,0.9901133461,0.9894903732
2455153.9263620093,-0.0100176642,1.0006280806,0.9901052994,0.9894838238
2455153.9263982913,-0.0100045023,1.0006265716,0.9900973561,0.9894773776
2455153.9264345737,-0.0099913403,1.0006250626,0.9900895195,0.9894710381
2455153.9264708557,-0.0099781784,1.0006235536,0.9900817940,0.9894648097
2455153.9265071382,-0.0099650164,1.0006220446,0.9900741847,0.9894586973
2455153.9265434202,-0.0099518545,1.0006205356,0.9900666977,0.9894527071
2455153.9265797026,-0.0099386925,1.0006190265,0.9900593408,0.9894468469
2455153.9266159846,-0.0099255306,1.0006175175,0.9900521256,0.9894411283
2455153.9266522671,-0.0099123686,1.0006160085,0.9900450764,0.9894355757
2455153.9266885491,-0.0098992067,1.0006144995,0.9900382005,0.9894301962
2455153.9267248316,-0.0098860447,1.0006129905,0.9900314979,0.9894249898
2455153.9267611136,-0.0098728828,1.0006114815,0.9900249557,0.9894199437
2455153.9267973960,-0.0098597208,1.0006099724,0.9900185722,0.9894150563
2455153.9268336780,-0.0098465589,1.0006084634,0.9900123468,0.9894103268
2455153.9268699605,-0.0098333969,1.0006069544,0.9900062654,0.9894057413
2455153.9269062425,-0.0098202350,1.0006054454,0.9900003257,0.9894012972
2455153.9269425250,-0.0098070730,1.0006039364,0.9899945256,0.9893969928
2455153.9269788070,-0.0097939111,1.0006024274,0.9899888504,0.9893928131
2455153.9270150894,-0.0097807491,1.0006009183,0.9899832959,0.9893887541
2455153.9270513714,-0.0097675872,1.0005994093,0.9899778590,0.9893848125
2455153.9270876534,-0.0097544254,1.0005979003,0.9899725226,0.9893809714
2455153.9271239359,-0.0097412633,1.0005963913,0.9899672801,0.9893772242
2455153.9271602179,-0.0097281015,1.0005948823,0.9899621253,0.9893735644
2455153.9271965004,-0.0097149394,1.0005933733,0.9899570357,0.9893699700
2455153.9272327824,-0.0097017776,1.0005918643,0.9899519950,0.9893664244
2455153.9272690648,-0.0096886155,1.0005903552,0.9899469739,0.9893628983
2455153.9273053468,-0.0096754537,1.0005888462,0.9899419712,0.9893593907
2455153.9273416293,-0.0096622916,1.0005873372,0.9899369864,0.9893559009
2455153.9273779113,-0.0096491298,1.0005858282,0.9899320190,0.9893524285
2455153.9274141937,-0.0096359677,1.0005843192,0.9899270685,0.9893489730
2455153.9274504757,-0.0096228059,1.0005828102,0.9899221346,0.9893455340
2455153.9274867582,-0.0096096438,1.0005813011,0.9899172169,0.9893421112
2455153.9275230402,-0.0095964820,1.0005797921,0.9899123151,0.9893387043
2455153.9275593227,-0.0095833199,1.0005782831,0.9899074289,0.9893353130
2455153.9275956047,-0.0095701581,1.0005767741,0.9899025580,0.9893319370
2455153.9276318871,-0.0095569960,1.0005752651,0.9898977022,0.9893285760
2455153.9276681691,-0.0095438342,1.0005737561,0.9898928613,0.9893252300
2455153.9277044516,-0.0095306721,1.0005722470,0.9898880350,0.9893218985
2455153.9277407336,-0.0095175103,1.0005707380,0.9898832232,0.9893185815
2455153.9277770161,-0.0095043482,1.0005692290,0.9898784256,0.9893152786
2455153.9278132981,-0.0094911864,1.0005677200,0.9898736420,0.9893119898
2455153.9278495805,-0.0094780243,1.0005662110,0.9898688722,0.9893087148
2455153.9278858625,-0.0094648625,1.0005647020,0.9898641162,0.9893054535
2455153.9279221450,-0.0094517004,1.0005631929,0.9898593736,0.9893022056
2455153.9279584270,-0.0094385386,1.0005616839,0.9898546445,0.9892989711
2455153.9279947095,-0.0094253765,1.0005601749,0.9898499284,0.9892957498
2455153.9280309915,-0.0094122147,1.0005586659,0.9898452255,0.9892925415
2455153.9280672739,-0.0093990526,1.0005571569,0.9898405354,0.9892893461
2455153.9281035559,-0.0093858908,1.0005556479,0.9898358582,0.9892861634
2455153.9281398384,-0.0093727287,1.0005541388,0.9898311935,0.9892829934
2455153.9281761204,-0.0093595669,1.0005526298,0.9898265414,0.9892798358
2455153.9282124029,-0.0093464048,1.0005511208,0.9898219016,0.9892766906
2455153.9282486849,-0.0093332430,1.0005496118,0.9898172740,0.9892735576
2455153.9282849673,-0.0093200809,1.0005481028,0.9898126586,0.9892704367
2455153.9283212493,-0.0093069191,1.0005465938,0.9898080552,0.9892673279
2455153.9283575318,-0.0092937570,1.0005450848,0.9898034637,0.9892642309
2455153.9283938138,-0.0092805952,1.0005435757,0.9897988840,0.9892611457
2455153.9284300962,-0.0092674331,1.0005420667,0.9897943160,0.9892580721
2455153.9284663782,-0.0092542713,1.0005405577,0.9897897596,0.9892550101
2455153.9285026607,-0.0092411092,1.0005390487,0.9897852146,0.9892519596
2455153.9285389427,-0.0092279474,1.0005375397,0.9897806810,0.9892489204
2455153.9285752252,-0.0092147853,1.0005360307,0.9897761587,0.9892458925
2455153.9286115072,-0.0092016235,1.0005345216,0.9897716476,0.9892428758
2455153.9286477896,-0.0091884614,1.0005330126,0.9897671475,0.9892398702
2455153.9286840716,-0.0091752996,1.0005315036,0.9897626585,0.9892368755
2455153.9287203541,-0.0091621375,1.0005299946,0.9897581804,0.9892338917
2455153.9287566361,-0.0091489757,1.0005284856,0.9897537131,0.9892309188
2455153.9287929186,-0.0091358136,1.0005269766,0.9897492565,0.9892279566
2455153.9288292006,-0.0091226518,1.0005254676,0.9897448107,0.9892250050
2455153.9288654830,-0.0091094897,1.0005239585,0.9897403753,0.9892220640
2455153.9289017650,-0.0090963279,1.0005224495,0.9897359506,0.9892191335
2455153.9289380470,-0.0090831660,1.0005209405,0.9897315362,0.9892162134
2455153.9289743295,-0.0090700040,1.0005194315,0.9897271322,0.9892133036
2455153.9290106115,-0.0090568421,1.0005179225,0.9897227384,0.9892104041
2455153.9290468940,-0.0090436801,1.0005164135,0.9897183548,0.9892075148
2455153.9290831760,-0.0090305182,1.0005149045,0.9897139814,0.9892046355
2455153.9291194584,-0.0090173562,1.0005133954,0.9897096180,0.9892017663
2455153.9291557404,-0.0090041943,1.0005118864,0.9897052646,0.9891989071
2455153.9291920229,-0.0089910323,1.0005103774,0.9897009211,0.9891960578
2455153.9292283049,-0.0089778704,1.0005088684,0.9896965875,0.9891932183
2455153.9292645874,-0.0089647084,1.0005073594,0.9896922636,0.9891903886
2455153.9293008693,-0.0089515465,1.0005058504,0.9896879495,0.9891875686
2455153.9293371518,-0.0089383845,1.0005043413,0.9896836449,0.9891847582
2455153.9293734338,-0.0089252226,1.0005028323,0.9896793501,0.9891819574
2455153.9294097163,-0.0089120606,1.0005013233,0.9896750647,0.9891791661
2455153.9294459983,-0.0088988987,1.0004998143,0.9896707888,0.9891763843
2455153.9294822807,-0.0088857367,1.0004983053,0.9896665222,0.9891736118
2455153.9295185627,-0.0088725748,1.0004967963,0.9896622651,0.9891708487
2455153.9295548452,-0.0088594128,1.0004952872,0.9896580172,0.9891680949
2455153.9295911272,-0.0088462509,1.0004937782,0.9896537786,0.9891653503
2455153.9296274097,-0.0088330889,1.0004922692,0.9896495491,0.9891626148
2455153.9296636917,-0.0088199270,1.0004907602,0.9896453288,0.9891598885
2455153.9296999741,-0.0088067650,1.0004892512,0.9896411175,0.9891571712
2455153.9297362561,-0.0087936031,1.0004877422,0.9896369153,0.9891544629
2455153.9297725386,-0.0087804411,1.0004862331,0.9896327219,0.9891517636
2455153.9298088206,-0.0087672792,1.0004847241,0.9896285376,0.9891490732
2455153.9298451031,-0.0087541172,1.0004832151,0.9896243620,0.9891463915
2455153.9298813851,-0.0087409553,1.0004817061,0.9896201953,0.9891437187
2455153.9299176675,-0.0087277933,1.0004801971,0.9896160373,0.9891410547
2455153.9299539495,-0.0087146314,1.0004786881,0.9896118881,0.9891383993
2455153.9299902320,-0.0087014694,1.0004771790,0.9896077474,0.9891357526
2455153.9300265140,-0.0086883075,1.0004756700,0.9896036154,0.9891331145
2455153.9300627965,-0.0086751455,1.0004741610,0.9895994920,0.9891304849
2455153.9300990785,-0.0086619836,1.0004726520,0.9895953771,0.9891278638
2455153.9301353609,-0.0086488216,1.0004711430,0.9895912706,0.9891252511
2455153.9301716429,-0.0086356597,1.0004696340,0.9895871725,0.9891226470
2455153.9302079254,-0.0086224977,1.0004681249,0.9895830829,0.9891200511
2455153.9302442074,-0.0086093358,1.0004666159,0.9895790015,0.9891174636
2455153.9302804898,-0.0085961738,1.0004651069,0.9895749285,0.9891148843
2455153.9303167718,-0.0085830119,1.0004635979,0.9895708637,0.9891123133
2455153.9303530543,-0.0085698499,1.0004620889,0.9895668071,0.9891097505
2455153.9303893363,-0.0085566880,1.0004605799,0.9895627587,0.9891071958
2455153.9304256188,-0.0085435260,1.0004590708,0.9895587183,0.9891046492
2455153.9304619008,-0.0085303641,1.0004575618,0.9895546861,0.9891021107
2455153.9304981832,-0.0085172021,1.0004560528,0.9895506619,0.9890995802
2455153.9305344652,-0.0085040402,1.0004545438,0.9895466457,0.9890970578
2455153.9305707477,-0.0084908781,1.0004530348,0.9895426374,0.9890945432
2455153.9306070297,-0.0084777163,1.0004515258,0.9895386371,0.9890920366
2455153.9306433122,-0.0084645542,1.0004500168,0.9895346446,0.9890895378
2455153.9306795942,-0.0084513924,1.0004485077,0.9895306600,0.9890870468
2455153.9307158766,-0.0084382303,1.0004469987,0.9895266832,0.9890845637
2455153.9307521586,-0.0084250685,1.0004454897,0.9895227142,0.9890820883
2455153.9307884406,-0.0084119066,1.0004439807,0.9895187529,0.9890796206
2455153.9308247231,-0.0083987446,1.0004424717,0.9895147992,0.9890771606
2455153.9308610051,-0.0083855827,1.0004409627,0.9895108533,0.9890747082
2455153.9308972876,-0.0083724207,1.0004394536,0.9895069149,0.9890722635
2455153.9309335696,-0.0083592588,1.0004379446,0.9895029841,0.9890698263
2455153.9309698520,-0.0083460968,1.0004364356,0.9894990609,0.9890673966
2455153.9310061340,-0.0083329349,1.0004349266,0.9894951452,0.9890649745
2455153.9310424165,-0.0083197729,1.0004334176,0.9894912369,0.9890625598
2455153.9310786985,-0.0083066110,1.0004319086,0.9894873361,0.9890601526
2455153.9311149810,-0.0082934490,1.0004303996,0.9894834427,0.9890577527
2455153.9311512630,-0.0082802871,1.0004288905,0.9894795567,0.9890553602
2455153.9311875454,-0.0082671251,1.0004273815,0.9894756780,0.9890529751
2455153.9312238274,-0.0082539632,1.0004258725,0.9894718067,0.9890505972
2455153.9312601099,-0.0082408012,1.0004243635,0.9894679426,0.9890482266
